code,local_name,series,set_id,prior_coverage,selection_reason,local_type,local_setcode,local_text_digest,segment_keys,official_cid,source_url,outcome,review_note
10019086,铁兽式强袭机动兵装改“牛头伯劳2”,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,67108897,333,00bb3b62961cfd798b40fa91c155b153331f11a20334b070b851a0fc43b61cfe,"m-pre,m1,m2,m3",18193,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18193&ope=4&request_locale=ja,reviewed-added,①己方特召成功时封对方回应；②任一攻击宣言除外本卡及对方全场；③送墓后从额外卡组送指定种族怪兽墓地。
10793085,铁兽的咆哮,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,65538,333,fca0ec251c5502f3a6ff90b78f42d9d57c874aa8f11edab7ab3754a8877e370e,"m-pre,m1",18516,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18516&ope=4&request_locale=ja,reviewed-added,己方有连接怪兽时送卡组／额外铁兽卡作费用，按其卡种使对象怪兽攻变0、效果无效或回手。
14816857,铁兽战线 纳贝尔,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,333,7f4344f22ee416454f6ecc8610f5129f60762721e5252a31a5be9d94e39fc51b,"m-pre,m1,m2",15485,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15485&ope=4&request_locale=ja,reviewed-added,①墓地除外指定种族费用从额外非连接召唤对应连接怪兽并锁本回合连接素材；②送墓后检索非同名铁兽怪兽。
19096726,铁兽鸟 墨丘利信使,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,333,b4f736650f640ccb7f66abcf2c849dd2fd117c63cb3a2face701ef4733ff18b7,"m-pre,m1,m2",17062,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17062&ope=4&request_locale=ja,reviewed-added,①手卡／场上自送墓费用无效对方怪兽效果；②表侧除外后检索阿不思或记述其卡名的非同名怪兽。
19304410,铁兽炎工 姬特,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,22348109,dc71830ca24cd5317e1b285873ff7a40541e21e63f0af5e86363905ca79deace,"m-pre,m1,m2",22128,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22128&ope=4&request_locale=ja,reviewed-added,①场上有其他铁兽／护宝炮妖时手卡自特召；②送墓后守备复活墓地非同名铁兽／护宝炮妖／阿不思相关怪兽。
25908748,铁兽的战线,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,131074,333,cc8315d21713a261eb6e8c27802886f3b9ff208206cf8ef6f02255e9bd5c318c,"m-pre,m1,m2,m3",15531,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15531&ope=4&request_locale=ja,reviewed-added,①表侧期间己方额外仅特召指定三种族；②手场送怪兽费用检索不同原本种族铁兽；③被对方效果破坏后本回合封对方攻击宣言。
26847978,铁兽战线 徒花之费莉吉特,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,67108897,333,0d6222efe2f02fce308e4bf718b8073ad3b7a22de7cd1e530a04a33c833bbc5f,"m-pre,m1,m2",15525,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15525&ope=4&request_locale=ja,reviewed-added,①手卡特召低星指定三种族并施加不回溯的连接素材自锁；②送墓后抽1再把手卡1张回卡组底。
33781156,铁兽式击灭兵装“捕鼠猫”,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,67108897,333,fd826d8e34d7d30bc2467fa5604e07e2502955ad7d959d2e899072bcb96f3c55,"m-pre,m1,m2",21817,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21817&ope=4&request_locale=ja,reviewed-added,①连接召唤后卡组／额外送2张不同名其他系列卡墓地并锁额外特召种族；②送墓后对象场上表侧怪兽翻里。
40975243,铁兽的抗战,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,4,333,08fc2b53d69ceeeb294e9858c5c2434205f81ca60b2fcf5e98cc133230a1d727,"m-pre,m1",15549,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15549&ope=4&request_locale=ja,reviewed-added,墓地／表侧除外指定种族怪兽效果无效特召，本连锁处理后只用它们即时连接召唤铁兽怪兽。
47163170,铁兽战线 块击之蓝辉熊,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,67108897,333,a05f791d3427fac5ae638aa4bf01846aa71d01974e327c80714decc13d70746f,"m-pre,m1,m2",16005,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16005&ope=4&request_locale=ja,reviewed-added,①弃2手卡费用复活除外低星指定种族；②送墓后检索系列魔陷、手卡回卡组底并施加本回合仅特召铁兽的自锁。
50810455,铁兽战线 克拉斯,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,333,07aff38461c2bfefbe083c0346ddc32db3772d4f51e3203f7c16a3bf083ab262,"m-pre,m1,m2",15486,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15486&ope=4&request_locale=ja,reviewed-added,①丢弃其他指定种族手卡怪兽费用自特召；②墓地除外指定种族费用，从额外非连接召唤同连接数怪兽并限制连接素材。
51097887,铁兽的凶袭,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,65538,333,22d34a3b2f57fd540dc81f9d28695060aa07c795e5bf6c3db79b726d61bbd3da,"m-pre,m1",15532,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15532&ope=4&request_locale=ja,reviewed-added,对象己方指定种族怪兽，从卡组守备特召不同原本种族且低攻击怪兽，发动后本回合额外仅连接怪兽。
52331012,铁兽战线 银弹之卢加鲁,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,67108897,333,6ef31fd9b011b27d812378e5472c7f2148bc12ad3a08df639740edbc43f926d4,"m-pre,m1,m2",15526,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15526&ope=4&request_locale=ja,reviewed-added,①对方主要阶段手／墓特召低星指定种族，效果无效并结束回手；②送墓后按己方怪兽种族种类降低对方全场攻击力。
56196385,铁兽战线 姬特,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,333,0bd3e505000aa340485b4ce59991123df059543d722c478b5c4c626d0e6577e0,"m-pre,m1,m2",15701,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15701&ope=4&request_locale=ja,reviewed-added,①墓地除外指定种族费用非连接召唤额外对应连接怪兽并锁素材；②送墓后卡组送非同名系列卡。
56196386,铁兽战线 姬特,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,333,0bd3e505000aa340485b4ce59991123df059543d722c478b5c4c626d0e6577e0,"m-pre,m1,m2",15701,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15701&ope=4&request_locale=ja,reviewed-added,同文异画；①墓地除外指定种族费用非连接召唤额外对应怪兽并锁素材；②送墓后卡组送非同名系列卡。
86379342,铁兽的血盟,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,4,333,947e4229b941a342fb46d7d5955a436f1bd61964cfad0263b73d9b17eabd3369,"m-pre,m1,m2",15550,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15550&ope=4&request_locale=ja,reviewed-added,①对象己方连接怪兽，手／墓特召不同种族指定怪兽；②三种族俱在时墓地自除外费用无效对方表侧魔陷效果。
87209160,铁兽战线 弗拉克杜尔,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,33,333,081742f6e4f70513e85ef39f2b4b436e793de57b4ea6d6a15b3a30cf12975d9b,"m-pre,m1,m2",15487,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15487&ope=4&request_locale=ja,reviewed-added,①自身从手／场送墓费用后从卡组送低星指定种族怪兽；②墓地除外费用从额外非连接召唤对应连接怪兽并锁素材。
92269002,铁兽的击铁,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,65538,333,8d41ac1d146fba259a9b174bc8c64b52cb772d0480a5bfa92b7b71b3b2f8cb54,m1,21834,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21834&ope=4&request_locale=ja,reviewed-added,速攻魔法两个分支分别同名每回合可选一次：无费用检索非同名系列魔陷，或墓地除外系列卡费用无视条件从额外特召对应连接怪兽并锁额外种族。
96378317,铁兽的邂逅,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,65538,333,86a18cd8102d5cdaf3b44c4e5e0803606415ceecfa7cc91445ddaceab11dbffb,"m-pre,m1,m2",15747,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15747&ope=4&request_locale=ja,reviewed-added,①快攻对象己方连接状态指定三种族怪兽任意数量加攻700；②墓地自除外作为这些怪兽战斗／效果破坏替代。
99726621,铁兽战线 凶鸟之施莱格,铁兽,set:14d,none,完整系列；墓地素材、连接召唤与兽族构筑场景,67108897,333,9954db4d884270c35b9df5cd057714d711dc1635441a8c613dee96b6b6fd0e21,"m-pre,m1,m2",15527,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15527&ope=4&request_locale=ja,reviewed-added,①本卡或己方其他指定种族特召时处理时选场上1卡除外；②送墓后按己方除外指定种族数检索不高于该等级的指定种族怪兽。
1174075,龙辉巧-扶筐增二μβ',龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,8388641,340,087e501bcf0aed25b715077456e8579596af0cdd5444c77ddb802343c86365ba,"m-pre,m1,m2,m3",16004,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16004&ope=4&request_locale=ja,reviewed-added,①超量召唤后卡组送系列卡墓地；②仪式解放可用本卡怪兽素材取除替代；③己方有机械仪式怪兽时取除素材费用无效对方魔陷卡发动并破坏。
14959144,天极辉士-熊斗龙巧α,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,22282595,e948d1ae7936322355ee4fa1e1e4c7eb3c486aff2b200bfe2f3bd55ff8d02270,"m-pre,m1",18808,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18808&ope=4&request_locale=ja,reviewed-added,双系列归属、仅效果特召；①己方另有北极天熊／龙辉巧时手卡自特召，成功后可检索两系列魔陷。
21576077,食光之龙辉巧,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,2,340,a92092df9e5c589601a0edeb12608c71476169fa36fdb819ff1021ef60107586,"m-pre,m1,m2",15645,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15645&ope=4&request_locale=ja,reviewed-added,①墓地系列怪兽回手；②以后回合墓地自除外费用，己方系列怪兽加攻2000至对方回合结束。
22398665,流星辉巧群,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,130,340,033899efc91a76b7a39e9af418299878bdecffd9082f91df92d65c683e6d0f93,"m-pre,m1,m2",15642,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15642&ope=4&request_locale=ja,reviewed-added,①按机械族素材攻击力总和解放后从手／墓仪式召唤；②墓地效果令己方系列怪兽降攻1000成功后自回手。
22420202,龙辉巧-天厨一δ,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,340,012cfc55cb73ee6bfcdeb5f7359c237dc5a3f05a0d2faa8b14d9a02cc99795b7,"m-pre,m1",15639,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15639&ope=4&request_locale=ja,reviewed-added,解放其他系列或仪式怪兽费用，手／墓守备自特召后可展示手卡仪式怪兽／魔法并抽1；本回合不得特召通常召唤可能怪兽。
22435424,龙辉巧-ν2,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,340,0c0f50bf83cf1bf3a09ca7140a40548f9bf1a9432cbe39827e676051e79f7742,"m-pre,m1,m2",20201,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20201&ope=4&request_locale=ja,reviewed-added,①己方有系列卡时手／墓自特召，离场改除外；②特召后检索非同名系列怪兽；发动任一效果当回合只能仪式召唤机械族。
24166324,流星极辉巧群,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,131076,340,47fdaf4712f2066cd93d039d8131cf8dbb3c00a2e9490b29807252d4fed538e7,"m-pre,m1,m2",20255,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20255&ope=4&request_locale=ja,reviewed-added,①系列卡除外后解放己方系列怪兽费用回收最多2张除外系列卡；②展示指定仪式魔法费用，按机械族素材攻击力合计进行机械族仪式召唤。
33250142,天极辉舰-熊斗龙巧,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,97,22282595,08b059f0c85a8e7c83ab50acadc7a4e68ac99ab236cb29b8876fcf116a815cb7,"m-pre,m1,m2",16526,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16526&ope=4&request_locale=ja,reviewed-added,双系列归属且限定特召来源；①其他己方效果怪兽特召后检索两系列怪兽；②回收除外两系列怪兽。
33543890,龙辉巧-天棓三β,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,340,fca7403231a12d5acc699e4497f5112f3a37b020c2f2b24706d92a097d222776,"m-pre,m1",15636,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15636&ope=4&request_locale=ja,reviewed-added,解放其他龙辉巧／仪式怪兽费用手／墓守备自特召，之后可将除外系列怪兽回墓；本回合不能特召通常召唤可能怪兽。
56863746,龙仪巧-天龙流星DAD,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,161,340,31f92fb62517e5154eb0250df5446b8ce9c50ffd51f76053b24c3880f345e99a,"m-pre,m1,m2,m3",20211,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20211&ope=4&request_locale=ja,reviewed-added,①保护其他己方系列怪兽；②每回合最多两次除外墓地系列怪兽费用无效对方怪兽效果发动并破坏；③仪式召唤本卡被对方破坏后手／卡组仪式特召攻击力4000仪式怪兽。
57970721,星彩之龙辉巧,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,65538,340,f13b4b27ce7312f4cc97ca172f59f4f312a7e5dd30893a4189815d8b7373452a,"m-pre,m1",15646,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15646&ope=4&request_locale=ja,reviewed-added,双方主要阶段速攻取己方系列／仪式及对方表侧怪兽各1对象，同时己方降攻1000并破坏对方。
58793369,龙辉巧-扶筐增二,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,524290,340,8075799b701e33f1669542883a7848273f80ddfaa5d6281a5747bbdd06b0e7f9,"m-pre,m1,m2,m3",15643,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15643&ope=4&request_locale=ja,reviewed-added,①场地发动时可检索系列魔陷；②双方仪式魔法发动及效果不被无效；③己方有系列怪兽时依新召怪兽攻击力下调其等级。
60037599,龙辉巧-天棓四γ,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,340,90b7d86adfecadc740f94b53c6e8b3a026074428fe52e271184001899dc4dad7,"m-pre,m1",15637,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15637&ope=4&request_locale=ja,reviewed-added,解放其他系列／仪式怪兽费用手／墓守备自特召后可再复活墓地其他攻击力2000系列怪兽；本回合不能特召通常召唤可能怪兽。
69815951,龙仪巧-天龙流星DRA,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,161,340,188e6d58362449fccb984e232c173b0f127b39a83f4fe94025401fe94ccfd393,"m-pre,m1,m2,m3",15640,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15640&ope=4&request_locale=ja,reviewed-added,①对方怪兽效果不能取本卡；②低等级素材仪式召唤后可逐只攻击对方特殊召唤怪兽；③对方回合精确除外墓地怪兽攻击力费用送对方表侧卡墓地。
84965420,龙辉巧流星群,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,1048580,340,ed8a4e8dda40b4180a9d0a6095cdcc837527a6426597ca1f75489f02bb98bd3e,"m-pre,m1",15647,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15647&ope=4&request_locale=ja,reviewed-added,己方有仪式怪兽时无效对方非入连锁召唤／特殊召唤，并将那些怪兽回持有者卡组。
89771220,天斗辉巧极,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,2,22282595,814880639cde0e42c94122ca8c479578d54a918a67c9b9c61d96da30b3c0a56f,"m-pre,m1,m2",16552,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16552&ope=4&request_locale=ja,reviewed-added,①除外手／场指定两系列卡，可在场上条件下改从卡组除外其中1张，再额外特召双系列舰；②墓地自除外替代系列怪兽效果的解放费用。
94187078,极超之龙辉巧,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,2,340,ff4ef50dd5fa67a7710ea7f863c7cd2968b8daa4b0580d4829ab3ea61434015d,"m-pre,m1",15644,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15644&ope=4&request_locale=ja,reviewed-added,本回合未特召通常召唤可能怪兽时卡组特召系列怪兽并施加结束阶段破坏；本回合禁止特召通常召唤可能怪兽。
95209656,龙仪巧-天龙流星QUA,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,161,340,1aef515607b5e29a3db9ea669c514bdc6fbe1a858143ac8586a99149eeb4e8a4,"m-pre,m1,m2,m3",15641,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15641&ope=4&request_locale=ja,reviewed-added,①防对方魔陷效果取对象；②低等级素材仪式召唤后破坏对方全魔陷；③仪式召唤本卡被破坏后复活墓地非同名系列怪兽，攻击力合计4000。
96026108,龙辉巧-上弼ζ,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,340,40f2b44dd25eb8c281521a0b8688a61c2cdebae096449fe2d338cf5931266361,"m-pre,m1",15638,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15638&ope=4&request_locale=ja,reviewed-added,解放其他龙辉巧／仪式怪兽费用手／墓守备自特召后可检索仪式魔法；本回合不能特召通常召唤可能怪兽。
97148796,龙辉巧-右枢α,龙辉巧,set:154,none,完整系列；仪式展开、素材及费用场景,33554465,340,707b2fba96bef2d6aa670392a9a9ab0f6744e6d61cce59869706a80f21dc4ede,"m-pre,m1",15635,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15635&ope=4&request_locale=ja,reviewed-added,解放其他龙辉巧／仪式怪兽费用手／墓守备自特召后可检索仪式怪兽；本回合不能特召通常召唤可能怪兽。
17827173,随风旅鸟×巨嘴鸟,随风旅鸟,set:16d,none,完整系列；追加通常召唤、除外回手与对方回合行动场景,33,365,53e34b5a84cf00742f7d2f188ee56716e540fb30bf7366c96cdf14c5ed74d746,"m-pre,m1,m2,m3",16501,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16501&ope=4&request_locale=ja,reviewed-added,①召唤后回收除外系列卡并可立即召唤鸟兽族；②表侧离场改除外；③除外时己方鸟兽族召唤后自回手；①③当回合禁特召。
18940725,随风旅鸟×知更鸟,随风旅鸟,set:16d,none,完整系列；追加通常召唤、除外回手与对方回合行动场景,33,365,4999c6aa4a5a1cb93d212d096002848613896b947947e3326bd2185d7ab352a9,"m-pre,m1,m2,m3",16498,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16498&ope=4&request_locale=ja,reviewed-added,①召唤后检索低星鸟兽族并可立即召唤；②表侧离场改除外；③除外时己方鸟兽族召唤后自回手；①③当回合禁特召。
28126717,随风旅鸟与谜之地图,随风旅鸟,set:16d,none,完整系列；追加通常召唤、除外回手与对方回合行动场景,524290,365,6dc35a41dd1ab01c90ef58e1ac6653973a7f66516d5a4d2879925b47789271ed,"m-pre,m1,m2",16544,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16544&ope=4&request_locale=ja,reviewed-added,①展示手卡1星系列怪兽、卡组除外不同名系列卡后立即召唤展示怪兽；②对方召唤成功后己方召唤系列怪兽。
41215808,随风旅鸟与梦之町,随风旅鸟,set:16d,none,完整系列；追加通常召唤、除外回手与对方回合行动场景,4,365,52687b9c19c424f933695f80c23582bd9fdf1e43b6ce61c6c76a3159b247818a,"m-pre,m1,m2",16560,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16560&ope=4&request_locale=ja,reviewed-added,①双方主要阶段本卡处理后立即通常召唤低星鸟兽族；②己方上级召唤高星怪兽后墓地自除外费用翻里对方全场。
53212882,随风旅鸟×雪猫头鹰,随风旅鸟,set:16d,none,完整系列；追加通常召唤、除外回手与对方回合行动场景,33,365,f81648f3c8dbe33a558371522aa01281a026bb970d9c6cb2868ad6e455c55443,"m1,m2,m3",16502,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16502&ope=4&request_locale=ja,reviewed-added,①上级召唤后提高本回合通常召唤上限至3；②己方怪兽获贯通；③对方回合除外手卡费用翻里其全部特殊召唤怪兽。
54334420,随风旅鸟×白头鹰,随风旅鸟,set:16d,none,完整系列；追加通常召唤、除外回手与对方回合行动场景,33,365,8b11da8ad4a52485102f0e5fdaff883ff572087a0047e7eb7477194e02851fff,"m-pre,m1,m2,m3",16499,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16499&ope=4&request_locale=ja,reviewed-added,①召唤后检索高星鸟兽族并可立即召唤；②表侧离场改除外；③除外时己方鸟兽族召唤后自回手；①③当回合禁特召。
