code,local_name,series,set_id,prior_coverage,selection_reason,local_type,local_setcode,local_text_digest,segment_keys,official_cid,source_url,outcome,review_note
25733157,闪刀机-鹰式推进器,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,65538,277,4ffdc1b5bb59815d3c7865c6c3a653a05bb85176fdc24d13bcf5a572c670cec1,m1,13676,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13676&ope=4&request_locale=ja,reviewed-added,主怪兽区空时对象表侧怪兽本回合免受其他卡效果；墓地3魔法可追加一次战斗保护。
25955749,闪刀术式-妨害波纹,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,2,277,5d6f888ad328f3b6c597e4db3e31f6f021bd1c3e03a529a3197800de4651cdc3,m1,13673,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13673&ope=4&request_locale=ja,reviewed-added,对象盖放魔陷破坏，成功后若己方墓地3魔法可再非对象破坏场上怪兽。
26077387,闪刀姬-零衣,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,67190e7310d464224e97636a0003d401b210b8685af4d8df1cc8e5a138e0a500,"m-pre,m1,m2",13670,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13670&ope=4&request_locale=ja,reviewed-added,①双方回合解放自身费用，从额外特召闪刀姬到额外怪兽区；②系列连接怪兽因对方效果离场或战斗破坏后墓地自复活。
26077388,闪刀姬-零衣,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,67190e7310d464224e97636a0003d401b210b8685af4d8df1cc8e5a138e0a500,"m-pre,m1,m2",13670,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13670&ope=4&request_locale=ja,reviewed-added,①双方回合解放自身费用，从额外特召闪刀姬到额外怪兽区；②系列连接怪兽因对方效果离场或战斗破坏后墓地自复活。
26077389,闪刀姬-零衣,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,67190e7310d464224e97636a0003d401b210b8685af4d8df1cc8e5a138e0a500,"m-pre,m1,m2",13670,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13670&ope=4&request_locale=ja,reviewed-added,①双方回合解放自身费用，从额外特召闪刀姬到额外怪兽区；②系列连接怪兽因对方效果离场或战斗破坏后墓地自复活。
26077390,闪刀姬-零衣,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,67190e7310d464224e97636a0003d401b210b8685af4d8df1cc8e5a138e0a500,"m-pre,m1,m2",13670,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13670&ope=4&request_locale=ja,reviewed-added,①双方回合解放自身费用，从额外特召闪刀姬到额外怪兽区；②系列连接怪兽因对方效果离场或战斗破坏后墓地自复活。
33331231,闪术兵器-汉普,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,277,4a210782967f4baffc66e43b1d8317ccc08e081440e2e75de0caa86621a3a662,"m-pre,m1,m2",17033,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17033&ope=4&request_locale=ja,reviewed-added,规则上闪刀卡；①非入连锁地解放一只场上怪兽并在原控制者场上手卡自特召；②战斗毁后对象破坏对方卡。
34433770,闪刀亚式-双纽闪门,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,65538,277,a81c84f5d520a0a07b25318b58cf1d8e026cb3d83e9e121374c9bb948d3e2caf,"m-pre,m1,m2",21480,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21480&ope=4&request_locale=ja,reviewed-added,①墓地同数系列怪兽与魔法为对象回卡组，成功回至少3张可按每3张再处理时回手场上卡；②墓地自除外费用后即时连接召唤。
34456146,慈爱之贤者-西埃拉,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,277,2d318706bca223cee0302c1bf5ffa729618cf267296db6661efac868e12deefc,"m-pre,m1,m2,m3",18449,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18449&ope=4&request_locale=ja,reviewed-added,①弃魔法费用自特召；②除外墓地魔法费用，把本卡移给对方并同时复活墓地系列怪兽；③毁后回收除外系列魔法。
37351133,闪刀姬-露世,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,edf5ebb79e616a270770ddbf2ce6adff96e8f1ea8669bc2a5e87a489725f9c08,"m-pre,m1,m2",14829,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14829&ope=4&request_locale=ja,reviewed-added,①其他闪刀姬召唤后手卡自特召；②对方额外怪兽区怪兽因指定原因离场后墓地自复活，再可处理时无效对方表侧怪兽。
37351134,闪刀姬-露世,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,edf5ebb79e616a270770ddbf2ce6adff96e8f1ea8669bc2a5e87a489725f9c08,"m-pre,m1,m2",14829,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14829&ope=4&request_locale=ja,reviewed-added,①其他闪刀姬召唤后手卡自特召；②对方额外怪兽区怪兽因指定原因离场后墓地自复活，再可处理时无效对方表侧怪兽。
37351135,闪刀姬-露世,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,4373,edf5ebb79e616a270770ddbf2ce6adff96e8f1ea8669bc2a5e87a489725f9c08,"m-pre,m1,m2",14829,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14829&ope=4&request_locale=ja,reviewed-added,①其他闪刀姬召唤后手卡自特召；②对方额外怪兽区怪兽因指定原因离场后墓地自复活，再可处理时无效对方表侧怪兽。
46271408,闪刀术式-剪斗交刃,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,2,277,3c98358f8bf43f481cba7bfc80d2615f940e9e70165f9f3d558716400abdc8dc,m1,14871,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14871&ope=4&request_locale=ja,reviewed-added,主怪兽区空时取墓地4星系列怪兽对象回手，墓地3魔法可改为特召。
50005218,闪刀空域-零区,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,524290,277,ddee562df21d1c548e6985053860e5da6616c1d18942767b4cc8cd50f884aa0b,"m-pre,m1,m2",13680,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13680&ope=4&request_locale=ja,reviewed-added,①翻卡组顶3、可检索1系列卡、余卡回卡组，翻到系列卡后对象己方卡送墓；②场地被效果送墓后从卡组特召。
51227866,闪刀机-虎鲨加农炮,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,65538,277,dd4c50bff538eed78479ad081147d85efe979c3c6f7ff7f5cb8b29b308de97a5,m1,13677,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13677&ope=4&request_locale=ja,reviewed-added,主怪兽区空时对方墓地怪兽除外；己方墓地3魔法可改为己方场上特召且禁攻。
52340444,闪刀机-大黄蜂浮游单元,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,65538,277,7d98b485ce4762eee968e203181a30abb90ed056cb171268c2d1cabee9ce3cfe,m1,13674,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13674&ope=4&request_locale=ja,reviewed-added,主怪兽区空时特召不能解放的守备闪刀姬衍生物，墓地3魔法时其攻守成1500。
56741506,闪刀姬-阿泽莉娅·节制,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,73f1cf97bf21e37741bdc86100721970f70ae1f909bac51698ab677a50e4198a,"m-pre,m1,m2",19753,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=19753&ope=4&request_locale=ja,reviewed-added,①特召后除外魔法费用，对象对方低攻击怪兽作自身装备魔法；②战斗毁后手卡或墓地特召非同名系列怪兽。
61151074,闪刀机-正义刀剑,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,852245,3a6d3239d3f8d613d331541392f5c5ded0fe17db3458362fe5cd29935d5a6668,"m-pre,m1,m2",22319,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22319&ope=4&request_locale=ja,reviewed-added,①战斗阶段手卡自丢弃费用给系列怪兽加攻1500；②任一怪兽特召后墓地自装备到己方系列连接怪兽加攻。
63013339,闪刀姬-卡米丽娅,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,6358f840124deb9af70071987a126ac70aa90a06ced2f9d0fb379a3926728610,"m-pre,m1,m2",19011,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=19011&ope=4&request_locale=ja,reviewed-added,①墓地魔法至多3张时卡组送闪刀卡；②正规特召后入墓时在对方场上特召本卡并同时送对方对象怪兽墓地，结束阶段回原持有者控制。
63166095,闪刀起动-交闪,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,2,277,48dc4c7e5172791e2c5106a9d462b443e69d516dc7d72190a0e2e2483bea86b4,m1,13671,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13671&ope=4&request_locale=ja,reviewed-added,主怪兽区空时检索非同名闪刀卡，成功且墓地3魔法后可再抽1。
63166096,闪刀起动-交闪,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,2,277,48dc4c7e5172791e2c5106a9d462b443e69d516dc7d72190a0e2e2483bea86b4,m1,13671,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13671&ope=4&request_locale=ja,reviewed-added,主怪兽区空时检索非同名闪刀卡，成功且墓地3魔法后可再抽1。
63166097,闪刀起动-交闪,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,2,277,48dc4c7e5172791e2c5106a9d462b443e69d516dc7d72190a0e2e2483bea86b4,m1,13671,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13671&ope=4&request_locale=ja,reviewed-added,主怪兽区空时检索非同名闪刀卡，成功且墓地3魔法后可再抽1。
63288573,闪刀姬-燎里,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,47da91b3391949c77021fcf5fea8e600aaf03147957761cae09e710266fd0034,"m-pre,m1,m2",13668,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13668&ope=4&request_locale=ja,reviewed-added,①特召后回收墓地闪刀魔法；②按墓地魔法数自身加攻。
63288574,闪刀姬-燎里,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,47da91b3391949c77021fcf5fea8e600aaf03147957761cae09e710266fd0034,"m-pre,m1,m2",13668,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13668&ope=4&request_locale=ja,reviewed-added,①特召后回收墓地闪刀魔法；②按墓地魔法数自身加攻。
75147529,闪刀姬-泽克,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,e0bf77a7ea753d3b665d4332ec2bc70b160ca149117cc31dfd1f8bf4976bf87c,"m-pre,m1,m2",14947,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14947&ope=4&request_locale=ja,reviewed-added,①连接召唤后对象表侧怪兽暂时除外至下一对方结束阶段；②自身加攻1000后非同时送己方对象卡墓地。
76072561,闪刀姬=零露,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,4b458d56790e5aafc30d2051a586afe19ace8737ea506c082760a3dc1475506d,"m-pre,m1,m2",21460,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21460&ope=4&request_locale=ja,reviewed-added,①特召后回收系列魔法；②解放自身费用后各特召零衣／露世，成功后可再选场上1卡破坏；①②互斥。
90673288,闪刀姬-雫空,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,e0033ca49769cf8ec3c94b98202b0b291beb99135e0fac9eca6eda3e90fc6c54,"m-pre,m1,m2",13669,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13669&ope=4&request_locale=ja,reviewed-added,①按墓地魔法数降低对方怪兽攻守；②本卡特召当回合结束阶段检索墓地无同名的系列魔法。
90673289,闪刀姬-雫空,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,e0033ca49769cf8ec3c94b98202b0b291beb99135e0fac9eca6eda3e90fc6c54,"m-pre,m1,m2",13669,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13669&ope=4&request_locale=ja,reviewed-added,①按墓地魔法数降低对方怪兽攻守；②本卡特召当回合结束阶段检索墓地无同名的系列魔法。
96084564,艾乐隆,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,277,f8f412636da6526d5d6282c2893f9c74ec3f989da7d64bf324f21ee056112632,"m-pre,m1,m2,m3",17553,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17553&ope=4&request_locale=ja,reviewed-added,①主要阶段作为装备魔法装备闪刀姬；②装备怪兽加攻400；③场上被破坏后卡组送闪刀魔法墓地。
96795312,武之贤者-阿卡丝,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,33,277,a0ee8629bea2dfcc7aee53f3309b19b0a0393dee1e3ae1460122600ff5ff01b3,"m-pre,m1,m2,m3",18443,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18443&ope=4&request_locale=ja,reviewed-added,①弃魔法费用自特召；②墓地除外魔法作为连接怪兽破坏替代；③自身毁后回收除外系列魔法。
97616504,闪刀机构-大力神基地,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,262146,277,23d729556fb5cfa4bc2f32f5bf4fadef97aefedf07ce083e9b5be9cf432b5417,"m-pre,m1,m2,m3",13678,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13678&ope=4&request_locale=ja,reviewed-added,装备条件主怪兽区空；①禁直接攻击且对怪兽可攻击2次；②装备怪兽攻击破坏后墓地3魔法则强制抽卡；③因效果送墓后回卡组至多3张系列卡。
98338152,闪刀机-黑寡妇抓锚,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,65538,277,e29527154218f004fd689d017cda77dc3eb4a548105e9643466b538bf49e3140,m1,13675,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13675&ope=4&request_locale=ja,reviewed-added,主怪兽区空时对象表侧效果怪兽无效，成功且墓地3魔法可随后取得控制权至结束阶段。
98338153,闪刀机-黑寡妇抓锚,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,65538,277,e29527154218f004fd689d017cda77dc3eb4a548105e9643466b538bf49e3140,m1,13675,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13675&ope=4&request_locale=ja,reviewed-added,主怪兽区空时对象表侧效果怪兽无效，成功且墓地3魔法可随后取得控制权至结束阶段。
98462037,闪刀姬-阿泽莉娅,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,67108897,4373,fea41adae0f53bb56ba66849e186effd4b8b8c4e29391be8561d566924fe9042,"m-pre,m1,m2",18448,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18448&ope=4&request_locale=ja,reviewed-added,①特召后对象破坏成功且墓地魔法至多3时自身效果送墓；②伤害步骤开始时除外墓地魔法费用破坏战斗怪兽。
99550630,闪刀术式-烈火再燃,闪刀,set:115,none,完整主系列；资源循环、速攻魔法和连接怪兽的常用对局场景,2,277,d68170d79e2793c7e3964014316cdecf486868216b66155a21c5a53d33a314ee,m1,13672,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13672&ope=4&request_locale=ja,reviewed-added,主怪兽区空时对象表侧怪兽破坏；成功且墓地3魔法可随后非对象破坏场上魔陷。
12163590,半龙女仆·星夜龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,dd698caf7d07a720cab539f79417c0384a3b781585908733541ddcb361c9e6f8,"m-pre,m1,m2,m3",20943,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20943&ope=4&request_locale=ja,reviewed-added,①丢弃自身费用特召其他墓地／除外系列怪兽；②保护己方龙族融合怪兽；③战斗阶段结束回手并特召手卡低星系列怪兽。
13171876,半龙女仆·洗衣龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,08712743726340967c491bf00e5586e5afb9f4e1907dea92e10c355a222299e4,"m-pre,m1,m2",14759,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14759&ope=4&request_locale=ja,reviewed-added,①召唤后卡组顶3张送墓；②战斗阶段开始回手并从手卡／墓地特召7星系列怪兽。
13171877,半龙女仆·洗衣龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,08712743726340967c491bf00e5586e5afb9f4e1907dea92e10c355a222299e4,"m-pre,m1,m2",14759,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14759&ope=4&request_locale=ja,reviewed-added,①召唤后卡组顶3张送墓；②战斗阶段开始回手并从手卡／墓地特召7星系列怪兽。
14625090,半龙女仆的迎接,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,131074,307,9ca9fb2ccc4e1cfaf8d61e904ea1b1db1e9dce861f5065b0cbc191b70a1e40a5,"m-pre,m1,m2,m3",14767,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14767&ope=4&request_locale=ja,reviewed-added,①己方怪兽随系列怪兽数加攻守；②场上2系列怪兽时回收墓地系列卡；③自身送墓后本回合限制对方取己方系列怪兽为对象。
15754711,半龙女仆的送行,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,65538,307,bc3f04e5d36cf804faf9cb382f0c6e923d7220aab856799229faf7001f46e763,"m-pre,m1",14873,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14873&ope=4&request_locale=ja,reviewed-added,取己方系列怪兽对象，手卡守备特召不同名系列怪兽并同时将对象回手；新怪兽获跨回合破坏耐性。
15848542,半龙女仆·天风龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,239c30f595655c3c9d9365874b0466cd54c2b0e8fb5bec11881efa92849d89a7,"m-pre,m1,m2,m3",14764,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14764&ope=4&request_locale=ja,reviewed-added,①丢弃自身费用后限制双方发动对象的场上效果；②己方有融合怪兽时本卡防效果破坏；③战斗阶段结束回手并手卡特召3星以下系列怪兽。
16960120,半龙女仆·蒸馏室龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,e32c52995e2e1b3921113430b12f60b4c81703bf12ce0369e1997a9f34c7539b,"m-pre,m1,m2",14761,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14761&ope=4&request_locale=ja,reviewed-added,①召唤后检索非同名系列怪兽再从手卡效果送墓系列怪兽；②战斗阶段开始回手并特召8星系列怪兽。
24799107,半龙女仆·耀光龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,97,307,bd99bce455eec0e22c9c017a7b7870e533bebb566af45a2abdc84e3a581d5aa8,"m-pre,m1,m2",15027,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15027&ope=4&request_locale=ja,reviewed-added,①双方准备阶段特召低于10星系列怪兽；②连锁对方效果发动无效并破坏，另把自身回额外并特召龙女管家。
32600024,半龙女仆·寝室龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,289adda30e4991bdcdcc277f946c5193d13ae1ac3056eb1a2ffb814dc2bbb950,"m-pre,m1,m2",15012,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15012&ope=4&request_locale=ja,reviewed-added,①召唤后检索系列魔陷；②战斗阶段开始回手并从手卡／墓地特召7星以上系列怪兽。
40110009,半龙女仆的更衣,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,2,307,2d0c0888a86d733f1ba164e832e022843a0980cb0eccee1e7c064aef672c1068,"m-pre,m1,m2",14768,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14768&ope=4&request_locale=ja,reviewed-added,①己方手场素材融合龙族怪兽；②墓地本卡回手并同时将己方系列对象怪兽回手。
40398073,半龙女仆·育婴龙女,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,33,307,062f74d186b110f7a1030356721a5e2fa355c669bc01d02f011582f6e3466ebd,"m-pre,m1,m2",14757,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14757&ope=4&request_locale=ja,reviewed-added,①召唤后复活墓地非同名低星系列怪兽；②战斗阶段开始回手并特召7星系列怪兽。
41232647,半龙女仆·龙女管家,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,97,307,89e3394a5c9e98b1d06a28610210becff1dddb40ba63d76d4a4712b971ea3992,"m-pre,m1,m2",14765,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14765&ope=4&request_locale=ja,reviewed-added,①双方准备阶段对象己方其他系列怪兽，守备特召等级相差1的系列怪兽；②己方表侧龙族怪兽刚回手后对象破坏对方怪兽。
41232648,半龙女仆·龙女管家,半龙女仆,set:133,none,完整系列；召唤诱发、战斗阶段变身与融合展开场景,97,307,89e3394a5c9e98b1d06a28610210becff1dddb40ba63d76d4a4712b971ea3992,"m-pre,m1,m2",14765,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14765&ope=4&request_locale=ja,reviewed-added,①双方准备阶段对象己方其他系列怪兽，守备特召等级相差1的系列怪兽；②己方表侧龙族怪兽刚回手后对象破坏对方怪兽。
