code,local_name,series,set_id,prior_coverage,selection_reason,local_type,local_text_digest,segment_keys,official_cid,source_url,outcome,review_note
17209452,杀手级调整曲·旋钮手,杀手旋律／杀手级调整曲,set:1d5,reviewed,补卡文档优先；完整系列,4129,a9960e40b0b0ec57a08ac98915ff4876e0ef0a4e4fe4056389fa81c64faea16d,"m-pre,m1,m2",22531,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22531&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
42781164,杀手级调整曲·音轨制作人,杀手旋律／杀手级调整曲,set:1d5,reviewed,补卡文档优先；完整系列,12321,3d65f3edd0339188217396b809bf17027f3a684c6846691efe67e9d1a5630b5e,"m-pre,m1,m2",21957,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21957&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
89392810,杀手级调整曲·唱片师,杀手旋律／杀手级调整曲,set:1d5,reviewed,补卡文档优先；完整系列,4129,2763ce892fcba9ed45d41e2d943c9f2eb0de9e976411352678c894781bcd2e2f,"m-pre,m1,m2",21955,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21955&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
65681983,抹杀之指名者,实战辅助支援,support,none,补卡文档优先；实战辅助已使用,65538,fd4160d012a3ed3517c203d4df10c8507c46c8d909d1cdaf5d49a8a8ba54458b,"m-pre,m1",14627,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14627&ope=4&request_locale=ja,reviewed-added,宣言卡名、卡组除外、双方同原名效果无效依序区分；并非发动无效。
61049315,自然蔷薇鞭,实战辅助支援,support,none,补卡文档优先；实战辅助已使用,4129,60e5486b7d02e9997d0ed19899603be5e00112a7516c136e46679a76f60cab10,m-all,8102,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=8102&ope=4&request_locale=ja,reviewed-added,无编号整段是永续行动限制，不能按普通可发动效果处理。
99243014,同调超车,实战辅助支援,support,none,补卡文档优先；实战辅助已使用,2,412d5cf52288cd2df0fa41c7e3002b578fea01b80f8796d6477cb0886cc603f1,"m-pre,m1",16256,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16256&ope=4&request_locale=ja,reviewed-added,整回合额外卡组同调自锁是非效果限制；展示与回手／特召属于处理，非费用。
44362883,烙印融合,实战辅助支援,support,none,补卡文档优先；实战辅助已使用,2,29faf5e329290a727b4a39b1f7380b39dba294dd141fd9427d91d8fa2853686f,"m-pre,m1",17066,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17066&ope=4&request_locale=ja,reviewed-added,素材处理与融合召唤是顺序动作；整回合融合自锁有发动前适法性要求。
5141117,深渊之相剑龙,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,33554465,5afac60b4344677fc9d629da48bb5cfee6f1d1d7024a1646fc5882571b7bb89b,"m-pre,m1,m2",18150,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18150&ope=4&request_locale=ja,reviewed-added,①的表侧除外触发排除衍生物与魔陷化怪兽；②必须同时取两个不同类别对象。
14821890,相剑暗转,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,4,fa9d8b33f0fefa862417cb93a1509691a9f9710005328379b699abb9b6242bf4,"m-pre,m1,m2",16559,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16559&ope=4&request_locale=ja,reviewed-added,①有3个发动时对象；②为除外区陷阱效果，衍生物存续期间才施加额外卡组限制。
20001443,相剑师-莫邪,相剑,set:16b,reviewed,现有构筑／模组使用；补齐完整系列,33,55a283ef674ce04076e0ddcae2c7e9ca6f97d290f27730d51b4f98b4364b4f72,"m-pre,m1,m2",16489,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16489&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
29884951,相剑瑞兽-纯钧,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,33,a42cfa6501329c64fc0925ac6466754b382873b6d573d0ec5d3d3cdf84675429,"m-pre,m1,m2,m3",16492,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16492&ope=4&request_locale=ja,reviewed-added,①解放为费用；②在伤害计算前破坏双方两只怪兽；③需要同调召唤成功。
47710198,相剑大邪-七星龙渊,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,8225,1653bed3e450f1619aef3fe1c186e997e67feb667ad92145a1802592af444801,"m-pre,m1,m2,m3",16846,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16846&ope=4&request_locale=ja,reviewed-added,②是诱发效果且处理时选怪兽；③才是响应魔陷效果的快速效果，均要求成功除外才造成伤害。
56465981,龙相剑现,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,2,fc3ca6bebcb416ddc191c56eaf68058da6ea4469143e95a2fe32e7b62a573b2d,"m-pre,m1,m2",16539,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16539&ope=4&request_locale=ja,reviewed-added,①的幻龙族替代项在处理时检查表侧同调怪兽；②只在表侧除外后触发。
56495147,相剑师-泰阿,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,33,05d9b6f6ef1ca0cd104f0d94d75053b3e86331d0f7707fdc5a5fcecb5d2f1108,"m-pre,m1,m2",16490,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16490&ope=4&request_locale=ja,reviewed-added,①墓地除外是费用；②卡组送墓是效果，二者不能混为同一除去能力。
62849088,妖眼之相剑师,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,33,4c869a41e446ac84a1d0ada97d089f73ed874c8618d806bf7052efb1847fefa6,"m-pre,m1,m2",16198,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16198&ope=4&request_locale=ja,reviewed-added,①需要场上表侧无效怪兽；②三种来源对应互斥处理，额外卡组分支处理时选而不取对象。
69248256,相剑大师-赤霄,相剑,set:16b,reviewed,现有构筑／模组使用；补齐完整系列,8225,c534d80ebd8e63c15d28f0c02a110e97d80245ec89ea60549fb7e0000af3bbac,"m-pre,m1,m2",16527,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16527&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
74405783,三英之相剑师,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,8225,183e82b64ba78d215c79d40bac3417cb982ae92a3f48213c13cbfbcdc4743f11,"m-pre,m1,m2",22356,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22356&ope=4&request_locale=ja,reviewed-added,②先无效效果再条件性破坏，可取自身为对象；①检索卡组或墓地。
78836195,瑞相剑究,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,4,d09117f245a06237e39eb10d5e56cfe56fb7e267a84fd1c0f8fef88558df3ab9,"m-pre,m1,m2",16558,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16558&ope=4&request_locale=ja,reviewed-added,①墓地最多5张除外是处理，非费用；②生成衍生物带存续型额外卡组限制。
82489470,轩辕之相剑师,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,4129,85ee709b7c6fe78339d58ce031e18866e2922dbb3ac23b049789e1d4604aabc3,"m-pre,m1,m2",17064,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17064&ope=4&request_locale=ja,reviewed-added,①攻击无效不是效果无效；②场上或墓地自我除外是费用。
83308376,赫圣之相剑,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,2,ebe9ab27f351cdf4937fa594f5e384c543461fd55df0f3cf860ab971e291d075,"m-pre,m1,m2",18515,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18515&ope=4&request_locale=ja,reviewed-added,①场上／墓地对象除外；②墓地同调怪兽除外为费用，回收本卡为处理。
93490856,相剑军师-龙渊,相剑,set:16b,reviewed,现有构筑／模组使用；补齐完整系列,33,cfdb1755fd1aab4350e9c03720b04df77700109ed75b23f4b76792308c5e8eb1,"m-pre,m1,m2",16491,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16491&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
93850690,大灵峰相剑门,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,2,7b97be0444d67a140e0b769491cf4d84e88194f3a7d395e80b17595843a2f776,"m-pre,m1,m2",16540,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16540&ope=4&request_locale=ja,reviewed-added,①复活墓地对象，扩大为幻龙族须有表侧同调怪兽；②只在表侧除外触发。
96633955,相剑大公-承影,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,8225,50c9b56ba5635ec606a28236605687d837e7adc4a9c9fa017523fbb08bdee668,"m-pre,m1,m2,m3",16528,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16528&ope=4&request_locale=ja,reviewed-added,②是可选破坏替代；③要求对方场上与墓地在发动及处理时均有卡。
99137266,忆念之相剑,相剑,set:16b,none,现有构筑／模组使用；补齐完整系列,131076,8629ac663fbcbd1999f1b2bca766d6aa9d2e874dabfed1a363cbcc26d723cde0,"m-pre,m1,m2",16872,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16872&ope=4&request_locale=ja,reviewed-added,可单纯发动永续陷阱，①有被除外事件前提；②在表侧除外区触发。
197042,救祓少女连祷,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,4,1e7ca3a6297c923f207812d38b044520fe57d0cdb326d0cb4c62ea605dd26582,"m-pre,m1",17478,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17478&ope=4&request_locale=ja,reviewed-added,先除外对象，再二选一追加超量召唤或第二张除外；第二分支有本回合超量召唤前提。
4408198,救祓少女阿门武装,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,65538,d32af9a0e2b77e6f0647816a27c8849b2986925bc7588997d7291a533ad89d59,"m-pre,m1",16745,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16745&ope=4&request_locale=ja,reviewed-added,速攻魔法的己方回合可发动性取决于对方场上墓地特召怪兽；800LP是费用。
5352328,救祓少女·索菲娅,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,33,0918bb95b8d20b961de03c22bce1deddeba8cb8568a4bd1b796cd949428f6e6d,"m-pre,m1,m2",16739,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16739&ope=4&request_locale=ja,reviewed-added,①抽1后有条件回复；②仅在对方使任一方墓地卡离开时触发。
5530780,救祓少女·吉卜利娜,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,5b707d84568946275ec95ca3043ff1fd1a43bd61b92c350fca6f7a0a00e0c715,"m-pre,m1,m2,m3",16742,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16742&ope=4&request_locale=ja,reviewed-added,①是快速效果，②为特定来源怪兽效果破坏耐性，③加攻覆盖本回合后来出现的超量怪兽。
16474916,救祓少女·埃莉丝,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,33,46b9776e1cc83476950fa12c71fefacd4ef7ceee61befeb0648f31f6f9a0470b,"m-pre,m1,m2",16736,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16736&ope=4&request_locale=ja,reviewed-added,①手卡特召后才可条件回复；②从额外卡组叠放超量召唤不是从墓地特召。
30802207,救祓少女把握今魔,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,131074,3b217b28f80d16745a1e5138048bc984fb15d4af9ee94eb7dac3d072394013d7,"m-pre,m1,m2,m3",16746,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16746&ope=4&request_locale=ja,reviewed-added,①不入连锁目标限制；②宣言原名效果无效；③攻击宣言时对象破坏。
37343995,救祓少女·马尔法,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,33,f1591237bcb360dcc471558eac55c1b89ec3e4c85ad3a2a713e0d6e80151a24a,"m-pre,m1,m2",17427,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17427&ope=4&request_locale=ja,reviewed-added,①整回合救祓少女自锁有发动前检查，与共赴何方的处理后额外卡组自锁不同。
41524885,救祓少女·阿索菲勒,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,1a4fd926abb40fa904ba73ad0144350bcc291fa6f7b05e440ea956e2694bc068,"m-pre,m1,m2,m3",16743,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16743&ope=4&request_locale=ja,reviewed-added,①墓地卡发动封锁从处理后生效，已发动效果与不入连锁效果不倒退；③取除素材为费用。
42741437,救祓少女·米迦埃莉丝,驱魔姐妹,set:172,reviewed,现有资料／系列展示；补齐完整系列,8388641,9af896d3091b95cfb9be47f9a6b4f3ca89e688f1a3e727b934272d67eaaeaff4,"m-pre,m1,m2,m3",16740,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16740&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
42741438,救祓少女·米迦埃莉丝,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,9af896d3091b95cfb9be47f9a6b4f3ca89e688f1a3e727b934272d67eaaeaff4,"m-pre,m1,m2,m3",16740,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16740&ope=4&request_locale=ja,reviewed-added,异画卡号42741438与已核对42741437卡文/type/官方cid相同；独立按本地卡号标注。
43863925,救祓少女·斯特拉,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,33,2e30dbb9bd11356060c64fc62b77efc80f80857c59bc5a8007da3d5e12566880,"m-pre,m1,m2",16737,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16737&ope=4&request_locale=ja,reviewed-added,①先特召再有条件回复；②为对方使卡离开墓地的诱发叠放。
52335937,救祓少女圣母悼歌,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,131074,50ddb01d2a2ed196073b33c9e713220811701eae6b4136287a3eea685ff3011e,"m-pre,m1,m2,m3",22168,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22168&ope=4&request_locale=ja,reviewed-added,①检索后丢弃是效果处理；②处理后立即通常召唤；③由对方选墓地怪兽除外。
59242457,救祓少女们的圣母颂歌,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,5f4cc4a55f1eb887606ee1645c08fc787823e600c9738aececcb666cf0c6f3b6,"m-pre,m1,m2,m3",17157,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17157&ope=4&request_locale=ja,reviewed-added,基础卡59242457与异画59242458本地卡文、type一致且同用官方cid 17157；分别按本地整数卡号入库。
59242458,救祓少女们的圣母颂歌,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,5f4cc4a55f1eb887606ee1645c08fc787823e600c9738aececcb666cf0c6f3b6,"m-pre,m1,m2,m3",17157,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17157&ope=4&request_locale=ja,reviewed-added,基础卡59242457与异画59242458本地卡文、type一致且同用官方cid 17157；分别按本地整数卡号入库。
77675029,救祓少女·卡尔麦尔,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,d5162c159953fc2ec176b9b2d761114ed443cc6c7a864af5772790291f153f79,"m-pre,m1,m2",22147,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22147&ope=4&request_locale=ja,reviewed-added,①延迟结束阶段盖放不另开连锁；②改变对方效果，取除素材发生在处理时，不能记作费用或无效。
77891946,救祓少女共赴何方,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,4,d4019078d26598659e981d756c97762a7eafed3054546dbacb9557dcd5e383b9,"m-pre,m1",16747,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16747&ope=4&request_locale=ja,reviewed-added,两次卡组特召视为同时；结束阶段回卡组与处理后额外自锁均有独立适用前提。
77913594,救祓少女和平问候,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,65538,77e2beab4048acc1a16d3a69450f1de500ecd3500078e80dc578c5315abc36cd,"m-pre,m1",16744,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16744&ope=4&request_locale=ja,reviewed-added,主要阶段速攻检索；检索成功且伙伴在己方场上或墓地才可追加特召。
78135071,救祓少女·卡斯皮特尔,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,8388641,fc118103100ba30e2dae36c1a38346c59bb4d729c117fa1a3394cdf9290afe93,"m-pre,m1,m2,m3",16741,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16741&ope=4&request_locale=ja,reviewed-added,①已适用的墓地特召封锁不随自身离场解除；③素材取除为费用。
79858629,救祓少女·伊雷娜,驱魔姐妹,set:172,none,现有资料／系列展示；补齐完整系列,33,5d7b210f8347a594cc77f2412931a831636c27e644b4daa409e567ed4c0ea5f9,"m-pre,m1,m2",16738,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16738&ope=4&request_locale=ja,reviewed-added,①手卡回卡组底是费用，效果仅抽卡并条件回复；②对方移走墓地卡时诱发。
1295111,转生炎兽的圣域,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,524290,61c5ddd05d28c66d88afcc72a9d77f8c851dc36057ca51e317e9fc319b6b65ff,"m-pre,m1,m2",13938,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13938&ope=4&request_locale=ja,reviewed-added,①是连接素材规则修改、不入连锁；②在伤害计算时支付LP并先变0再回复。
9608555,转生炎兽 烈焰龙,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,8388641,8a30d7d42664b7d4d59a6447b022832850220e3fe1d75032cf9dac7a7ef5eaec,"m-pre,m1,m2,m3",14785,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14785&ope=4&request_locale=ja,reviewed-added,①取除素材为永续破坏替代；②战斗阶段快速叠放，③处理时选怪兽而非取对象。
10140443,转生炎兽 爆裂狮鹫,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,8225,84310db06f6283f1fb7a0a49e29cf70929afd0adf958d45fdaf766946255f2ea,"m-pre,m1,m2",18911,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18911&ope=4&request_locale=ja,reviewed-added,①处理时特召与降级同时，自锁另适用；②建立下一准备阶段延迟复活。
11962031,炽焰转生炎兽小妖,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,a7b9593d85eedb7bbac88f6e2b1014de35aedfaa38ca4c5a2229aed7f5c10b4a,"m-pre,m1,m2",18908,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18908&ope=4&request_locale=ja,reviewed-added,①检索后施加处理起始的炎属性自锁；②墓地除外费用后破坏己方战斗怪兽。
13173832,转生炎兽 狼獾,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,60e05269cc521ce49b232802cda841350311dfaa6d0a5122401b9b8285477399,"m-pre,m1,m2,m3",14080,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14080&ope=4&request_locale=ja,reviewed-added,①非连锁效果赋予链接怪兽耐性；②③互斥，③展示自身是费用，额外卡组怪兽回额外而非手卡。
14812471,转生炎兽 烽火猞猁,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,67108897,fbc44ac288d5b1819facb518f01ff3eaf208cae0b5fb22a3f249d939b11fb7ed,"m-pre,m1,m2",14249,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14249&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
14934922,转生炎兽的愤怒,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,4,bd767f3711f03809cc95b2198d6cd73a35fb8c9018b73dddfcc56298a3b2f87b,"m-pre,m1",14246,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14246&ope=4&request_locale=ja,reviewed-added,两●发动时互斥；只有第一分支有送墓费用，第二分支不以待破坏的对方卡为对象。
16313112,转生炎兽 翠玉鹰,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,161,4556c28a6e326025108eaf2e39ea305e58fa628bbbbfd93b4a7df67a3ff8280b,"m-pre,m1,m2",13920,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13920&ope=4&request_locale=ja,reviewed-added,①以场上同名怪兽完成仪式召唤后才全破坏；②解放是费用，随后赋予未来的战斗破坏与伤害效果。
19027895,转生炎兽的复活,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,4,c63d3042b1b6c03dc7fc8ca76f27947f157297de99c72e9fb74c33d463dda40a,"m-pre,m1,m2",18914,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18914&ope=4&request_locale=ja,reviewed-added,①墓地对象复活；②自身除外费用后，先回同名墓地怪兽再给场上对象加攻。
20618081,转生炎兽 猎鹰,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,33,3d662e65faf2657bc64ad4b8388aa64808c1cc95dffa49b45602ad409de3a48c,"m-pre,m1,m2",13891,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13891&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
20788863,转生炎兽的赠礼,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,131076,8eb00f53767ae8cfd0dda494ea1f2967ed1537998508e2a5d9715081b9a956fe,"m-pre,m1,m2",13954,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13954&ope=4&request_locale=ja,reviewed-added,①费用丢弃、处理送墓后抽1；②同样费用丢弃但抽2，两个效果互斥。
25166510,转生炎兽 暴晒野牛,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,d724c3fdf13ecc97048f7b95fa92f30a5ad0d81741b437ec6a82297d4229d6b6,"m-pre,m1,m2",14243,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14243&ope=4&request_locale=ja,reviewed-added,②墓地连接怪兽是对象，对方表侧卡在处理时选；返回与后续可选无效有顺序。
25800447,炽焰融合,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,2,9993c313a6cdd0317ff56820c2765c8fafa479080adb3859ce79af69c7493075,"m-pre,m1",14134,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14134&ope=4&request_locale=ja,reviewed-added,融合素材在结算时选、不是发动费用；从双方场上或己方手卡取素材，随后融合召唤。
