code,local_name,series,set_id,prior_coverage,selection_reason,local_type,local_setcode,local_text_digest,segment_keys,official_cid,source_url,outcome,review_note
52738610,影灵衣舞姬,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,33,180,1fd163f7e3086dfbd7281acc87a29efeba7ab8e61f1338f00bf9211db61c59c1,"m-pre,m1,m2",11548,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11548&ope=4&request_locale=ja,reviewed-added,①保护己方仪式怪兽并阻止对方直接连锁仪式魔法卡的发动；②效果解放后取其他除外影灵衣怪兽回手。
52846880,灾亡虫之影灵衣,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,161,180,22898702db6cd517eef23f76d59ce5a6715a56b8dc65a170154757c7f810b776,"m-pre,m1,m2",11488,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11488&ope=4&request_locale=ja,reviewed-added,①费用丢弃自身后只复活可特召的墓地影灵衣怪兽；②本卡或其他己方影灵衣战斗时强制破坏额外来源对方怪兽。
53180020,影灵衣战士 艾可萨龙,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,33,180,0a6883a486aa0b8ff453356f9b8e8db637c4468238b027110370e4093d82ba8e,"m-pre,m1,m2",11482,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11482&ope=4&request_locale=ja,reviewed-added,效果解放检索龙族仪式怪兽，或表侧除外后对象复活其他影灵衣，两效果互斥。
56827051,影灵衣巫女 艾莉娅儿,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,33,180,5839f9d311787d1dc54c7354503f5eb22e7468951b3acb46d00c4bc2a574c9ce,"m-pre,m1,m2",12945,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12945&ope=4&request_locale=ja,reviewed-added,①展示手卡为费用后调等级；②仅效果处理中的解放触发非仪式怪兽检索。
74122412,天枪龙之影灵衣,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,161,180,24a550d8a90fa4075477beab5542e2e31062eba24889d154d0eb678537541ffb,"m-pre,m1,m2",11564,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11564&ope=4&request_locale=ja,reviewed-added,①手卡自身丢弃费用赋予保护；②场上丢弃系列卡费用后对象破坏，两个快速效果分别核对。
84388461,剑圣之影灵衣-神数剑士,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,16777249,55846371524,012e71a988fc1b8fec9c9e3db893b4e18fd092be1b29ffbd80a28f152df66a6b,"p1,m-pre,m1",11701,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11701&ope=4&request_locale=ja,reviewed-added,灵摆区只限制可灵摆召唤系列；怪兽①自身解放费用后另选素材结算并仪式召唤。
87003671,影灵衣舞巫女 艾米莉娅,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,33,180,0a8bdb139c0639316b90f0c870acf1b78faa7609b99895bd2cb1c2c3f2673e6a,"m-pre,m1,m2,m3",20936,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20936&ope=4&request_locale=ja,reviewed-added,①手卡特召、②召唤时检索、③非连锁单卡满足仪式素材等级分开记录。
88240999,决战兵器之影灵衣,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,161,180,c587f0ccb8b0e225203b061689ba48970feb5fd42b732a31f5fe3f178b205074,"m-pre,m1,m2",11489,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11489&ope=4&request_locale=ja,reviewed-added,①手卡快速弃自身费用增攻守；②对方里侧卡发动时取对象，处理时即使转表侧仍破坏并除外。
89463537,尤尼科之影灵衣,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,161,180,7e801ba34c09e8c19d34cab6314a61d9b30e0c97f9a75b784749f595e99c2d83,"m-pre,m1,m2",11486,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11486&ope=4&request_locale=ja,reviewed-added,①丢弃费用取墓地影灵衣卡回手；②持续无效场上表侧额外来源怪兽效果。
90307777,影灵衣术士 施里特,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,33,180,26c589c958dfa4cad8cf44396c2da6862a91f4eca154d7c50dc7a3b10d36802a,"m-pre,m1,m2",11480,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11480&ope=4&request_locale=ja,reviewed-added,①手卡／场上／墓地素材等级替代非连锁；②效果解放后检索战士族仪式怪兽。
97211663,影灵衣的返魂术,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,130,180,7c98dcc2f769ed46c93c929b343dd2ce5654857f7d4428e50d2cc7103dc4c50f,"m-pre,m1,m2",11580,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11580&ope=4&request_locale=ja,reviewed-added,①结算时解放素材，之后从手卡或墓地仪式召唤；②墓地两卡除外费用后检索。
99185129,辉剑鸟之影灵衣,影灵衣,set:b4,none,现有万华镜标注与仪式展开场景；补齐完整系列,161,180,f1c2961de165328225e81f0b538b49477cff319c0b0f728347ba1398197be182,"m-pre,m1,m2",11483,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=11483&ope=4&request_locale=ja,reviewed-added,①丢弃费用检索影灵衣魔陷；②快速取额外来源表侧怪兽，攻击力归0且效果无效。
6772168,召唤兽 俄刻阿诺斯,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,d435c8d7fe7d625a1b954bcdaefca18e11bfc76188dd5bf40fc2a58187aeef28,"m-pre,m1,m2,m3",22981,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22981&ope=4&request_locale=ja,reviewed-added,①主怪兽区限制攻击对象，②额外怪兽区把对方怪兽送墓改除外，③墓地自身除外费用赋予融合怪兽直接攻击。
11270236,召唤兽 埃律西昂,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,89bc3e26dc973976c332ce5295dfcf9e301a27b8935509d5ae8eac89a5025016,"m-pre,m1,m2",12850,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12850&ope=4&request_locale=ja,reviewed-added,①附加五属性；②快速除外自己的召唤兽对象及对方表侧相同属性怪兽，不取对方怪兽对象。
12307878,召唤兽 普尔加托里奥,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,be3ed0d4e9f1f490ecb3b73362f14b717061d7fa27ff1b2124dbc2139e8ca594,"m-pre,m1,m2",12847,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12847&ope=4&request_locale=ja,reviewed-added,永续加攻、可逐只攻击对方怪兽和贯通战斗伤害各自记录。
13529466,召唤兽 卡利古拉,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,9a770b7a1ab004f08a7064f66166c04b051862a3f4b84d8d3ca3e5f20779ed6b,"m-pre,m1",12844,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12844&ope=4&request_locale=ja,reviewed-added,双方怪兽效果发动及攻击次数限制只在本卡持续适用期间计数。
33166263,超越召唤兽 纪元,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,1956611bade2c81aee79200986ed04b4f81172b4b73a1998cf5b17765b8b5797,"m-pre,m1,m2",22982,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22982&ope=4&request_locale=ja,reviewed-added,①素材数量限制的双阶段除外；②快速宣言属性改场上现有其他怪兽，①②互斥。
38423248,召唤兽 大贤者兽,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,22020340,ac9a07aa5c6fcce7791b3d808ad1771d1ba678944184a952b169b95b97d8d9fb,"m-pre,m1,m2",21577,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=21577&ope=4&request_locale=ja,reviewed-added,①双对象部分合法仍除外；②毁后特召卡组4星魔法师，成功后可把自身装备赋予加攻。
43989315,召唤兽 索拉特,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,f90707fd9a830432ab963cf656778d015863d7db940a34aa3568f89511a8c290,"m-pre,m1,m2",22979,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22979&ope=4&request_locale=ja,reviewed-added,①双方主要阶段对象复活低星怪兽并无效其效果；②墓地本卡参与融合素材结算后融合召唤。
48791583,召唤兽 墨瓦腊泥加,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,65,244,36bd114feb5e4f283977260ff925d8cacf6b620499459aea248daf50e3b3ce0f,m-all,12848,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12848&ope=4&request_locale=ja,reviewed-added,召唤兽墨瓦腊泥加只有融合素材规则，明确 no_effect。
49513164,召唤兽 雷电,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,7b10f079a33654a3fb328cc14041a29f34f51026c38feeeedea252d157ac61b2,"m-pre,m1",12845,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12845&ope=4&request_locale=ja,reviewed-added,快速效果以可改变表示形式的表侧怪兽为对象，变里侧守备。
70383419,召唤兽 巴巴伦,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,bed97dc210cc4b49a6b25ea468de307c36ed1b823c008e53356cac525a1c6251,"m-pre,m1,m2",22980,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22980&ope=4&request_locale=ja,reviewed-added,①检索成功后可追加墓地除外；②墓地自除外费用后以己方融合怪兽为基准降对方全场攻击力。
75286621,召唤兽 梅尔卡巴,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,ad4126f4a245561d63a2cf775295f1e25b37eacbabbbbfed55f7db8c966a3007,"m-pre,m1",12849,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12849&ope=4&request_locale=ja,reviewed-added,本地卡号75286621独立；①手卡同种类卡送墓为费用，无效的是发动并除外。
75286622,召唤兽 梅尔卡巴,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,ad4126f4a245561d63a2cf775295f1e25b37eacbabbbbfed55f7db8c966a3007,"m-pre,m1",12849,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12849&ope=4&request_locale=ja,reviewed-added,本地卡号75286622独立；①手卡同种类卡送墓为费用，无效的是发动并除外。
80635735,召唤兽 迪·阿尼玛,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,946caa0c1cbfa12447b7189cf61ff2a10de3ef0757059d78a314141b76360a6d,"m-pre,m1,m2",23360,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=23360&ope=4&request_locale=ja,reviewed-added,①发动时破坏分支二选一；②场上自除外费用后卡组特召阿莱斯特，成功才无效对方墓地效果。
85908279,召唤兽 科库托斯,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,9223af1b18c8b5c78cf39f89c0a6e143b5c70ca5ddac5da0470bbf9bbddd7538,"m-pre,m1,m2",12846,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12846&ope=4&request_locale=ja,reviewed-added,①对方效果目标及破坏耐性；②可用表侧守备表示攻击并按攻击力结算。
97300502,召唤兽 光体,召唤兽,set:f4,none,现有融合与模块化展开场景；补齐完整系列,97,244,8801c6e831daf4f9bae3021e93d376694796d5589d34f1aef663b51822f035a2,"m-pre,m1,m2",15026,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15026&ope=4&request_locale=ja,reviewed-added,①本卡或对方特召时对象破坏；②墓地融合怪兽除外费用后加攻至对方回合结束。
572850,珠泪哀歌族·塞壬人鱼,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,33,385,95bff88a3c7e1122469c7d71d071d1d8082c1cb6e44698891ef602efcac9c851,"m-pre,m1,m2",17415,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17415&ope=4&request_locale=ja,reviewed-added,①自特召与手卡送墓同时、卡组顶送墓在后；②效果送墓后用含自身素材回卡组底再融合召唤。
1329620,壹世坏清澈的残响,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,1048580,385,c8f32595172572a8ec289038e5e0336af5af7d11c002bcce9380fedce25a2cd6,"m-pre,m1,m2",17475,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17475&ope=4&request_locale=ja,reviewed-added,①无效发动、回持有者卡组后再效果送墓手卡怪兽；②被效果送墓后回收己方除外怪兽。
4928565,珠泪哀歌族型俱舍怒威族,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,33,25756033,62349d2a1fd030da60763176b10a9acca4473b2f68f84ace3e7b6215678a4271,"m-pre,m1,m2,m3",18153,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18153&ope=4&request_locale=ja,reviewed-added,①快速自特召并同时效果除外；②可选择双方有足够卡的卡组堆3；③效果送墓后堆2。
6767771,劈穿壹世坏的弦声,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,131074,385,8ad34fd8cc05e172996097a549c8ac18fbc90da5c92baea13ab3af0064ae80e5,"m-pre,m1,m2",17813,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17813&ope=4&request_locale=ja,reviewed-added,①召唤事件堆墓并持续减对方攻击力；②效果送墓后检索系列陷阱。
28226490,珠泪哀歌族·卡雷多哈特,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,97,27263361,cdd68ec05b3a89c4a1e10575ca94e27b7bbe508255386be9bcf5865d0ab45ba5,"m-pre,m1,m2",17445,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17445&ope=4&request_locale=ja,reviewed-added,不可作融合素材是非效果文本；①对象对方卡回卡组，②自复活与卡组送墓同时。
33878367,壹世坏涡旋的反响,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,2,385,6514652dfeb608e055e59516cbb0e3cee18c549017aeeba4b4c6c2f0c8bd92eb,"m-pre,m1,m2",17811,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17811&ope=4&request_locale=ja,reviewed-added,①先从卡组／墓地特召，再效果送墓同种族或同属性己方怪兽；②效果送墓后回收除外系列陷阱。
34225426,袅袅涟歌姬的壹世坏,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,524290,385,712bd25d94d26592f3ba598f4217ca22a05493041e01390656cb90dc11935a40,"m-pre,m1,m2",18206,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18206&ope=4&request_locale=ja,reviewed-added,①己方融合／系列怪兽持续加攻；②符合水族送墓触发卡组送墓，非系列选择附带同名效果发动限制。
37961969,珠泪哀歌族·小美人鱼,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,33,385,2bd4d208f7c93e84645c88d8e2450db1c48df15dcfaae5c7ce1cbbd2efe7608a,"m-pre,m1,m2",17416,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17416&ope=4&request_locale=ja,reviewed-added,①直接连锁对方场上怪兽效果，自特召与堆3同时；②效果送墓后素材回卡组底融合召唤。
38436986,壹世坏摩擦的爪音,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,4,385,21fd26d0fca5a7d160c2e0ae7bd9d7d619a9a488b444f94eca95c58e613a0bfa,"m-pre,m1,m2",17473,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17473&ope=4&request_locale=ja,reviewed-added,①对象变里侧后效果卡组送墓，②效果送墓触发墓地怪兽回手。
60362066,摇撼壹世坏的鼓动,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,65538,385,273cc028790c03908652a8443a9df3dcca74385967a83807656f713f4071d753,"m-pre,m1,m2",17812,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17812&ope=4&request_locale=ja,reviewed-added,①快攻回魔陷卡组后效果送墓手卡，②效果送墓后回收墓地系列陷阱。
73956664,珠泪哀歌族·雷诺哈特,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,33,27263361,4de44942daa5f24c586e42e53752cf1da84a3bb4427c9daf8d58b2904cb866d8,"m-pre,m1,m2",17417,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17417&ope=4&request_locale=ja,reviewed-added,①召唤时卡组送非同名怪兽；②效果送墓后自特召与处理时手卡送墓视为同时。
74078255,珠泪哀歌族·梅洛人鱼,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,33,385,aaae6322b52e1a025b5b21dc3a49f56411a3aae15e67d29ce6efcd4c8e6f5865,"m-pre,m1,m2",17414,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17414&ope=4&request_locale=ja,reviewed-added,①召唤时堆墓3；②效果送墓后融合素材回卡组底并融合召唤。
74920585,壹世坏奏响的哀唱,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,131076,385,2e42df873fad2329786aab511adc801dcd1d0eedee264895733cd6dabf3c076b,"m-pre,m1,m2",17474,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17474&ope=4&request_locale=ja,reviewed-added,①对方效果怪兽对象效果无效后送己方怪兽墓地；②被效果送墓后检索。
84330567,珠泪哀歌族·鲁莎卡人鱼,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,97,385,a99842cc27e0d20eaaa6a607371402e44cd31e7d34f3f5ad706ef3a462aeb21a,"m-pre,m1,m2,m3",17794,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17794&ope=4&request_locale=ja,reviewed-added,①保护其他水族战斗；②对方特召效果发动无效并破坏成功后再己方系列卡效果送墓；③融合召唤后效果送墓自复活。
92731385,珠泪哀歌族·水仙女人鱼,珠泪哀歌族,set:181,none,常用融合资源与墓地效果场景；补齐完整系列,97,385,1c0bbb405dd85b0717068e3aa49ad90b8abcc07aa12991dbf1b9f536291d555c,"m-pre,m1,m2,m3",17444,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17444&ope=4&request_locale=ja,reviewed-added,①检索与送墓互斥；②特召与对象送墓同时；③效果送墓后从卡组顶堆5。
20618850,黄金之雫的神碑,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,65538,383,83fabf81e5bd96214178c237a67ad0709390b1ea487f51bbce0f3c0a198ffa67,"m-pre,m1",17379,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17379&ope=4&request_locale=ja,reviewed-added,第一个●须对方卡组发动时至少5张；先由对方抽1，再除外其卡组顶最多4张。
28373620,神碑之牙 格利,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,97,383,17b9f9a839e054e0478ad09e5a52d9e55fa9bd1ef72466b3c563104ea98a6148,"m-pre,m1,m2,m3",17385,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17385&ope=4&request_locale=ja,reviewed-added,①从额外特召后回收非速攻系列魔法；②效果破坏耐性；③战斗毁后取场上卡破坏。
29595202,神碑的欺诳,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,131074,383,c87ecdadb0c7721f398b924d275ce284b37031e8644a153d3ee3ba17cdc4ce73,"m1,m2",17382,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17382&ope=4&request_locale=ja,reviewed-added,①同名表侧存在限制；②双方速攻魔法卡发动后强制在连锁结束另行除外对方卡组顶。
30430448,冰冻诅咒的神碑,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,65538,383,18c8135156bf86268b494a25b7562cf0c00d7edfa4c029b2a0e051914bf8d34e,"m-pre,m1",17376,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17376&ope=4&request_locale=ja,reviewed-added,第一个●只可在对方卡组发动时至少3张时选择；取对方表侧效果怪兽为对象，成功无效后才除外卡组顶。
31562086,神碑的锋芒,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,65538,383,190b9c6427fe000a9235573da17c79dc11f4ad7ef4fe50f7b699d36f7b103ee5,"m-pre,m1",17373,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17373&ope=4&request_locale=ja,reviewed-added,第一个●先检索1张非同名神碑卡，后除外对方卡组顶1张；两个处理不同时。
47219274,神碑之牙 弗利基,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,97,383,abf2238787aa1869aa5e9e2c2fca0bb2704842b79cef4d666552b7fc301421be,"m-pre,m1,m2,m3",17796,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17796&ope=4&request_locale=ja,reviewed-added,①额外怪兽区战斗宣言除外对方卡组顶2，②双方战斗伤害归零，③毁后回收墓地速攻魔法。
55990317,神碑之翼 胡基,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,97,383,2f313ec6b68b29d9be0c75ecc1e0183f3982b524fcae3ca0357c5c36c323fe5c,"m-pre,m1,m2,m3",17383,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17383&ope=4&request_locale=ja,reviewed-added,①丢弃费用检索场地；②自身效果除外替代其他己方卡效果破坏；③强制毁后回额外。
66712905,解咒的神碑,神碑,set:17f,none,常用速攻魔法与额外卡组场景；补齐完整系列,65538,383,3444a3eef01cb19bcf17fb90989bf83ecc442fc8662eb93a112bacbbfc3ea310,"m-pre,m1",17380,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=17380&ope=4&request_locale=ja,reviewed-added,第一个●须对方在抽卡阶段外从卡组入手且其卡组发动时至少2张；随机丢弃对方手卡是处理而非费用。
